y_true,y_prob,prob_std
0.000000000000000000e+00,2.644207701086997986e-02,1.118368655443191528e-02
0.000000000000000000e+00,3.555098176002502441e-01,2.042062133550643921e-01
0.000000000000000000e+00,9.312257915735244751e-02,4.372894391417503357e-02
0.000000000000000000e+00,2.372744083404541016e-01,1.712466031312942505e-01
1.000000000000000000e+00,9.816009402275085449e-01,1.829135604202747345e-02
0.000000000000000000e+00,2.333094626665115356e-01,1.379341483116149902e-01
0.000000000000000000e+00,4.719957411289215088e-01,1.900794357061386108e-01
0.000000000000000000e+00,4.139246940612792969e-01,1.484339535236358643e-01
1.000000000000000000e+00,5.594910383224487305e-01,1.787052601575851440e-01
0.000000000000000000e+00,8.831024169921875000e-01,9.030203521251678467e-02
0.000000000000000000e+00,5.037064552307128906e-01,1.419811397790908813e-01
0.000000000000000000e+00,2.903636358678340912e-02,2.151574380695819855e-02
0.000000000000000000e+00,8.053033053874969482e-02,7.042663544416427612e-02
1.000000000000000000e+00,9.253340959548950195e-01,6.689286977052688599e-02
0.000000000000000000e+00,2.370979338884353638e-01,2.197573035955429077e-01
0.000000000000000000e+00,4.753561913967132568e-01,9.460285305976867676e-02
1.000000000000000000e+00,9.054309725761413574e-01,6.464164704084396362e-02
0.000000000000000000e+00,1.450506448745727539e-01,8.302432298660278320e-02
0.000000000000000000e+00,2.048963308334350586e-01,1.331488937139511108e-01
0.000000000000000000e+00,1.991508156061172485e-01,2.740052640438079834e-01
1.000000000000000000e+00,9.454223513603210449e-01,4.167277365922927856e-02
0.000000000000000000e+00,4.312744736671447754e-02,5.103878676891326904e-02
0.000000000000000000e+00,2.911327779293060303e-01,1.771414130926132202e-01
0.000000000000000000e+00,5.831258744001388550e-02,7.666196674108505249e-02
1.000000000000000000e+00,1.904055923223495483e-01,1.169199347496032715e-01
1.000000000000000000e+00,9.494161605834960938e-01,3.424188122153282166e-02
0.000000000000000000e+00,7.479081749916076660e-01,1.732235103845596313e-01
1.000000000000000000e+00,5.370686054229736328e-01,1.681657582521438599e-01
0.000000000000000000e+00,1.287216097116470337e-01,1.196506395936012268e-01
1.000000000000000000e+00,5.631102323532104492e-01,2.471627146005630493e-01
0.000000000000000000e+00,1.037809699773788452e-01,7.218972593545913696e-02
0.000000000000000000e+00,2.145353555679321289e-01,9.591377526521682739e-02
0.000000000000000000e+00,2.994009852409362793e-01,1.173057705163955688e-01
1.000000000000000000e+00,9.683417081832885742e-01,9.448226541280746460e-03
0.000000000000000000e+00,2.160361781716346741e-02,8.739209733903408051e-03
0.000000000000000000e+00,2.203368768095970154e-02,1.641844958066940308e-02
0.000000000000000000e+00,1.007863432168960571e-01,8.013078570365905762e-02
0.000000000000000000e+00,4.897171556949615479e-01,1.183176860213279724e-01
0.000000000000000000e+00,3.718040883541107178e-01,1.947993189096450806e-01
0.000000000000000000e+00,1.004562601447105408e-01,3.384055197238922119e-02
0.000000000000000000e+00,1.598252356052398682e-01,2.275928407907485962e-01
0.000000000000000000e+00,8.967439830303192139e-02,1.017147526144981384e-01
0.000000000000000000e+00,3.400867432355880737e-02,2.008223906159400940e-02
0.000000000000000000e+00,2.736984491348266602e-01,1.286502778530120850e-01
0.000000000000000000e+00,5.625179409980773926e-01,8.548784255981445312e-02
0.000000000000000000e+00,1.822315007448196411e-01,7.355079054832458496e-02
0.000000000000000000e+00,2.521929517388343811e-02,1.089924853295087814e-02
0.000000000000000000e+00,1.680059134960174561e-01,1.309303939342498779e-01
0.000000000000000000e+00,1.814571917057037354e-01,1.400385648012161255e-01
0.000000000000000000e+00,1.564886868000030518e-01,9.593045711517333984e-02
0.000000000000000000e+00,2.290256470441818237e-01,1.840879619121551514e-01
0.000000000000000000e+00,5.776495486497879028e-02,6.194307282567024231e-02
0.000000000000000000e+00,4.331646487116813660e-02,2.800551988184452057e-02
1.000000000000000000e+00,9.655516743659973145e-01,1.905565336346626282e-02
0.000000000000000000e+00,9.961891919374465942e-02,9.876440465450286865e-02
0.000000000000000000e+00,7.383365631103515625e-01,1.103244423866271973e-01
0.000000000000000000e+00,2.375603467226028442e-01,1.806767582893371582e-01
1.000000000000000000e+00,9.154893159866333008e-01,4.513099417090415955e-02
1.000000000000000000e+00,7.931553125381469727e-01,9.980719536542892456e-02
1.000000000000000000e+00,5.796536207199096680e-01,1.283279806375503540e-01
0.000000000000000000e+00,1.827898919582366943e-01,3.134585171937942505e-02
0.000000000000000000e+00,4.775908589363098145e-01,1.961406767368316650e-01
1.000000000000000000e+00,4.778305888175964355e-01,2.221778184175491333e-01
1.000000000000000000e+00,9.637799263000488281e-01,1.919687353074550629e-02
0.000000000000000000e+00,3.650071024894714355e-01,1.611363887786865234e-01
1.000000000000000000e+00,6.530345082283020020e-01,2.797669768333435059e-01
0.000000000000000000e+00,5.999588966369628906e-01,2.842299938201904297e-01
0.000000000000000000e+00,5.539419502019882202e-02,5.206351354718208313e-02
1.000000000000000000e+00,9.291051626205444336e-01,3.821802139282226562e-02
0.000000000000000000e+00,9.797049313783645630e-02,1.099108830094337463e-01
1.000000000000000000e+00,9.561986923217773438e-01,2.326558344066143036e-02
0.000000000000000000e+00,3.023532629013061523e-01,1.239240467548370361e-01
0.000000000000000000e+00,4.650509357452392578e-01,2.130299210548400879e-01
0.000000000000000000e+00,1.372986845672130585e-02,1.402947120368480682e-02
1.000000000000000000e+00,7.505925297737121582e-01,1.504812538623809814e-01
0.000000000000000000e+00,4.912715777754783630e-02,1.655324548482894897e-02
0.000000000000000000e+00,4.359026998281478882e-02,2.019344829022884369e-02
1.000000000000000000e+00,9.323284029960632324e-01,3.554578498005867004e-02
0.000000000000000000e+00,7.723271101713180542e-02,5.806950107216835022e-02
1.000000000000000000e+00,9.835108518600463867e-01,1.443275716155767441e-02
0.000000000000000000e+00,7.748238742351531982e-02,5.294736847281455994e-02
1.000000000000000000e+00,3.273908495903015137e-01,2.033800631761550903e-01
0.000000000000000000e+00,1.621549278497695923e-01,1.695010364055633545e-01
1.000000000000000000e+00,7.594674825668334961e-01,1.142387762665748596e-01
0.000000000000000000e+00,1.375834643840789795e-01,8.240380138158798218e-02
0.000000000000000000e+00,6.305614858865737915e-02,2.069563604891300201e-02
0.000000000000000000e+00,2.892559468746185303e-01,1.351279914379119873e-01
0.000000000000000000e+00,6.117440462112426758e-01,2.627902030944824219e-01
0.000000000000000000e+00,5.434104055166244507e-02,1.623190939426422119e-02
0.000000000000000000e+00,1.335008889436721802e-01,6.276862323284149170e-02
1.000000000000000000e+00,7.297049164772033691e-01,1.698573976755142212e-01
0.000000000000000000e+00,5.969575792551040649e-02,4.253900796175003052e-02
1.000000000000000000e+00,5.322746038436889648e-01,2.130126059055328369e-01
1.000000000000000000e+00,4.591097235679626465e-01,1.547395735979080200e-01
0.000000000000000000e+00,3.839904814958572388e-02,4.122308641672134399e-02
0.000000000000000000e+00,1.948805153369903564e-02,1.720086112618446350e-02
0.000000000000000000e+00,6.508092880249023438e-01,1.308822184801101685e-01
1.000000000000000000e+00,9.105905294418334961e-01,3.337673097848892212e-02
0.000000000000000000e+00,3.977065980434417725e-01,1.673081815242767334e-01
1.000000000000000000e+00,8.528894186019897461e-01,4.226483777165412903e-02
0.000000000000000000e+00,6.142588332295417786e-02,2.535004355013370514e-02
1.000000000000000000e+00,9.276854395866394043e-01,4.194519296288490295e-02
0.000000000000000000e+00,5.922296643257141113e-02,6.823839992284774780e-02
1.000000000000000000e+00,8.539134263992309570e-01,7.426428049802780151e-02
0.000000000000000000e+00,7.305110245943069458e-02,2.856083400547504425e-02
0.000000000000000000e+00,3.344892710447311401e-02,1.766492612659931183e-02
0.000000000000000000e+00,1.834140717983245850e-01,7.078953087329864502e-02
0.000000000000000000e+00,3.480686545372009277e-01,2.676061689853668213e-01
0.000000000000000000e+00,5.300453901290893555e-01,1.844898164272308350e-01
0.000000000000000000e+00,4.123934730887413025e-02,2.900183014571666718e-02
0.000000000000000000e+00,1.388767659664154053e-01,9.076129645109176636e-02
0.000000000000000000e+00,1.093354448676109314e-01,6.227662041783332825e-02
0.000000000000000000e+00,3.758829087018966675e-02,2.639087848365306854e-02
1.000000000000000000e+00,9.397106170654296875e-01,4.090377688407897949e-02
0.000000000000000000e+00,6.087199449539184570e-01,1.590852737426757812e-01
1.000000000000000000e+00,9.813150167465209961e-01,1.029280945658683777e-02
1.000000000000000000e+00,8.793519735336303711e-01,6.176052615046501160e-02
1.000000000000000000e+00,6.317585110664367676e-01,1.217845380306243896e-01
0.000000000000000000e+00,1.559448707848787308e-02,1.097642257809638977e-02
0.000000000000000000e+00,3.162151575088500977e-02,3.625446930527687073e-02
0.000000000000000000e+00,1.723733246326446533e-01,9.170114994049072266e-02
1.000000000000000000e+00,9.181163907051086426e-01,1.880106702446937561e-02
0.000000000000000000e+00,2.451975345611572266e-01,1.868540197610855103e-01
0.000000000000000000e+00,1.330918371677398682e-01,7.071872800588607788e-02
1.000000000000000000e+00,9.246913790702819824e-01,5.468597263097763062e-02
0.000000000000000000e+00,1.689068526029586792e-01,8.783190697431564331e-02
0.000000000000000000e+00,3.784962892532348633e-01,2.054997235536575317e-01
1.000000000000000000e+00,5.944083333015441895e-01,1.325536519289016724e-01
0.000000000000000000e+00,4.664008691906929016e-02,5.236496031284332275e-02
1.000000000000000000e+00,5.514768362045288086e-01,2.720226049423217773e-01
0.000000000000000000e+00,9.703423082828521729e-02,6.435359269380569458e-02
0.000000000000000000e+00,3.610346317291259766e-01,2.387449145317077637e-01
0.000000000000000000e+00,9.529143571853637695e-03,5.910038016736507416e-03
0.000000000000000000e+00,7.444576174020767212e-02,9.898949414491653442e-02
0.000000000000000000e+00,6.987040638923645020e-01,6.211693584918975830e-02
0.000000000000000000e+00,6.363146305084228516e-01,2.863704860210418701e-01
0.000000000000000000e+00,1.563030034303665161e-01,7.097323983907699585e-02
0.000000000000000000e+00,3.137976676225662231e-02,1.737183146178722382e-02
0.000000000000000000e+00,3.875085413455963135e-01,2.470705360174179077e-01
0.000000000000000000e+00,2.993149161338806152e-01,9.159895777702331543e-02
0.000000000000000000e+00,5.158857256174087524e-02,2.524486184120178223e-02
1.000000000000000000e+00,9.917912483215332031e-01,5.350157618522644043e-03
1.000000000000000000e+00,5.560120344161987305e-01,1.796320676803588867e-01
1.000000000000000000e+00,9.847881197929382324e-01,5.664278753101825714e-03
0.000000000000000000e+00,2.509865164756774902e-01,1.482909470796585083e-01
1.000000000000000000e+00,9.368318319320678711e-01,2.888999693095684052e-02
0.000000000000000000e+00,1.554627120494842529e-01,1.527441143989562988e-01
0.000000000000000000e+00,1.481355130672454834e-01,6.722867488861083984e-02
0.000000000000000000e+00,4.114270806312561035e-01,2.317394763231277466e-01
0.000000000000000000e+00,4.889820143580436707e-02,2.899239398539066315e-02
0.000000000000000000e+00,3.695968687534332275e-01,1.338538974523544312e-01
0.000000000000000000e+00,1.290531903505325317e-01,2.540137246251106262e-02
0.000000000000000000e+00,1.189980953931808472e-01,6.672792136669158936e-02
0.000000000000000000e+00,3.433101773262023926e-01,1.884249746799468994e-01
0.000000000000000000e+00,3.625373169779777527e-02,4.986824467778205872e-02
0.000000000000000000e+00,1.056980118155479431e-01,7.875449955463409424e-02
0.000000000000000000e+00,1.615884900093078613e-01,3.528291732072830200e-02
0.000000000000000000e+00,2.644318938255310059e-01,1.445406377315521240e-01
0.000000000000000000e+00,2.643592953681945801e-01,8.904255181550979614e-02
0.000000000000000000e+00,4.779679775238037109e-01,2.050871104001998901e-01
1.000000000000000000e+00,1.391744762659072876e-01,5.734875053167343140e-02
0.000000000000000000e+00,1.261095255613327026e-01,1.108293384313583374e-01
0.000000000000000000e+00,3.579169213771820068e-01,1.652941405773162842e-01
0.000000000000000000e+00,9.288787096738815308e-02,1.917095482349395752e-02
1.000000000000000000e+00,9.501686096191406250e-01,3.966132178902626038e-02
1.000000000000000000e+00,9.670384526252746582e-01,1.860620453953742981e-02
0.000000000000000000e+00,2.369247674942016602e-01,1.029747799038887024e-01
0.000000000000000000e+00,1.425300836563110352e-01,6.655846536159515381e-02
0.000000000000000000e+00,3.900412842631340027e-02,3.480403497815132141e-02
0.000000000000000000e+00,2.592492699623107910e-01,1.016364768147468567e-01
1.000000000000000000e+00,8.791302442550659180e-01,3.400653973221778870e-02
0.000000000000000000e+00,5.775073170661926270e-01,1.687472462654113770e-01
0.000000000000000000e+00,3.274922966957092285e-01,1.469326466321945190e-01
1.000000000000000000e+00,8.993517160415649414e-01,9.337750822305679321e-02
0.000000000000000000e+00,6.450746953487396240e-02,7.577062398195266724e-02
0.000000000000000000e+00,9.611411020159721375e-03,4.906004760414361954e-03
0.000000000000000000e+00,6.404748558998107910e-02,3.107506409287452698e-02
0.000000000000000000e+00,1.189520806074142456e-01,1.208520606160163879e-01
0.000000000000000000e+00,3.160153031349182129e-01,2.059465795755386353e-01
0.000000000000000000e+00,3.904556632041931152e-01,1.147050559520721436e-01
0.000000000000000000e+00,1.851304024457931519e-01,1.237376332283020020e-01
0.000000000000000000e+00,2.184633724391460419e-02,9.767110459506511688e-03
0.000000000000000000e+00,7.538492791354656219e-03,4.347121808677911758e-03
0.000000000000000000e+00,4.396316409111022949e-01,2.116947621107101440e-01
0.000000000000000000e+00,9.386245906352996826e-02,5.136755481362342834e-02
1.000000000000000000e+00,7.339149713516235352e-01,9.020962566137313843e-02
0.000000000000000000e+00,1.737748458981513977e-02,6.679388228803873062e-03
0.000000000000000000e+00,1.812014430761337280e-01,6.180982291698455811e-02
0.000000000000000000e+00,2.380281686782836914e-01,1.847659051418304443e-01
0.000000000000000000e+00,3.270379453897476196e-02,1.565122790634632111e-02
0.000000000000000000e+00,1.894069164991378784e-01,1.427151262760162354e-01
1.000000000000000000e+00,6.340268850326538086e-01,1.784686893224716187e-01
0.000000000000000000e+00,1.303296983242034912e-01,9.194380044937133789e-02
0.000000000000000000e+00,2.868761122226715088e-01,7.077276706695556641e-02
0.000000000000000000e+00,2.176212705671787262e-02,1.793536357581615448e-02
0.000000000000000000e+00,4.457762241363525391e-01,1.785610914230346680e-01
0.000000000000000000e+00,3.183328509330749512e-01,9.918992966413497925e-02
0.000000000000000000e+00,1.394004933536052704e-02,1.201563980430364609e-02
0.000000000000000000e+00,2.371253520250320435e-01,1.807336062192916870e-01
0.000000000000000000e+00,8.592848479747772217e-02,9.420595318078994751e-02
1.000000000000000000e+00,8.587459325790405273e-01,1.125879883766174316e-01
0.000000000000000000e+00,5.685663819313049316e-01,2.491662949323654175e-01
0.000000000000000000e+00,1.063797697424888611e-01,6.452845782041549683e-02
0.000000000000000000e+00,1.247722133994102478e-01,1.008637920022010803e-01
0.000000000000000000e+00,2.211674861609935760e-02,1.563452556729316711e-02
0.000000000000000000e+00,9.157631546258926392e-02,5.693899840116500854e-02
0.000000000000000000e+00,1.902792453765869141e-01,8.376888930797576904e-02
0.000000000000000000e+00,4.693252444267272949e-01,2.007711678743362427e-01
0.000000000000000000e+00,3.103074431419372559e-01,2.726295590400695801e-01
0.000000000000000000e+00,2.349379509687423706e-01,1.421195715665817261e-01
0.000000000000000000e+00,4.808161258697509766e-01,2.008285522460937500e-01
0.000000000000000000e+00,8.102970123291015625e-01,9.249811619520187378e-02
1.000000000000000000e+00,7.888383418321609497e-02,2.374993264675140381e-02
0.000000000000000000e+00,2.425581663846969604e-01,9.076926857233047485e-02
1.000000000000000000e+00,8.767018318176269531e-01,7.063239812850952148e-02
0.000000000000000000e+00,1.987953931093215942e-01,1.762375086545944214e-01
0.000000000000000000e+00,3.051116503775119781e-02,3.416281938552856445e-02
1.000000000000000000e+00,5.820075273513793945e-01,8.304432034492492676e-02
0.000000000000000000e+00,1.071339473128318787e-01,7.505279779434204102e-02
0.000000000000000000e+00,3.523544669151306152e-01,2.063285410404205322e-01
0.000000000000000000e+00,9.263289570808410645e-01,4.811939597129821777e-02
1.000000000000000000e+00,9.569278955459594727e-01,1.577135734260082245e-02
1.000000000000000000e+00,3.578516840934753418e-01,7.884759455919265747e-02
1.000000000000000000e+00,6.173045039176940918e-01,2.190624028444290161e-01
1.000000000000000000e+00,8.045511245727539062e-01,9.542403370141983032e-02
1.000000000000000000e+00,9.750720858573913574e-01,1.159413065761327744e-02
0.000000000000000000e+00,9.750717878341674805e-02,4.076888784766197205e-02
1.000000000000000000e+00,8.523737788200378418e-01,5.509265139698982239e-02
1.000000000000000000e+00,2.856709063053131104e-01,6.216433644294738770e-02
0.000000000000000000e+00,1.530156582593917847e-01,1.033869534730911255e-01
0.000000000000000000e+00,4.149377942085266113e-01,2.512741386890411377e-01
1.000000000000000000e+00,9.869567751884460449e-01,6.258237175643444061e-03
1.000000000000000000e+00,7.581971883773803711e-01,1.209678724408149719e-01
1.000000000000000000e+00,7.993939518928527832e-01,1.096253320574760437e-01
0.000000000000000000e+00,1.317912489175796509e-01,5.752659216523170471e-02
1.000000000000000000e+00,8.562741279602050781e-01,1.030249595642089844e-01
0.000000000000000000e+00,3.990630507469177246e-01,2.071964889764785767e-01
0.000000000000000000e+00,1.300702691078186035e-01,4.573103785514831543e-02
0.000000000000000000e+00,5.534176230430603027e-01,2.193079143762588501e-01
0.000000000000000000e+00,3.487407267093658447e-01,1.382858455181121826e-01
1.000000000000000000e+00,6.237201690673828125e-01,1.632817238569259644e-01
0.000000000000000000e+00,4.740684032440185547e-01,1.582590788602828979e-01
0.000000000000000000e+00,9.210313111543655396e-02,7.180179655551910400e-02
1.000000000000000000e+00,9.136303663253784180e-01,3.395575657486915588e-02
0.000000000000000000e+00,3.723837435245513916e-01,8.529121428728103638e-02
0.000000000000000000e+00,5.827783793210983276e-02,3.998506069183349609e-02
1.000000000000000000e+00,9.392687678337097168e-01,4.240407422184944153e-02
1.000000000000000000e+00,7.693156003952026367e-01,8.181339502334594727e-02
0.000000000000000000e+00,4.458576142787933350e-01,1.955011039972305298e-01
0.000000000000000000e+00,9.854149073362350464e-02,1.156243830919265747e-01
1.000000000000000000e+00,8.229796290397644043e-01,6.851530820131301880e-02
1.000000000000000000e+00,7.381170988082885742e-01,4.694757238030433655e-02
1.000000000000000000e+00,3.416088819503784180e-01,1.226668357849121094e-01
0.000000000000000000e+00,6.790517568588256836e-01,2.515790164470672607e-01
0.000000000000000000e+00,2.737466692924499512e-01,9.454005211591720581e-02
0.000000000000000000e+00,4.209758639335632324e-01,1.230116710066795349e-01
0.000000000000000000e+00,4.848308861255645752e-02,3.918685019016265869e-02
0.000000000000000000e+00,2.449800446629524231e-02,1.681965589523315430e-02
1.000000000000000000e+00,9.917863607406616211e-01,3.933291416615247726e-03
0.000000000000000000e+00,4.189902171492576599e-02,4.322859644889831543e-02
1.000000000000000000e+00,6.584888100624084473e-01,1.207831948995590210e-01
0.000000000000000000e+00,2.646613717079162598e-01,1.360106617212295532e-01
0.000000000000000000e+00,8.478993922472000122e-02,6.820960342884063721e-02
0.000000000000000000e+00,1.031778305768966675e-01,1.269384920597076416e-01
0.000000000000000000e+00,3.825716376304626465e-01,1.931601315736770630e-01
1.000000000000000000e+00,8.379688262939453125e-01,7.781471312046051025e-02
1.000000000000000000e+00,6.000970005989074707e-01,2.287428826093673706e-01
0.000000000000000000e+00,2.370776236057281494e-01,1.442143917083740234e-01
1.000000000000000000e+00,9.742162823677062988e-01,1.616366952657699585e-02
0.000000000000000000e+00,4.568148255348205566e-01,1.938962936401367188e-01
1.000000000000000000e+00,6.924600005149841309e-01,1.307929605245590210e-01
1.000000000000000000e+00,6.978892087936401367e-01,1.514135897159576416e-01
0.000000000000000000e+00,2.481102943420410156e-01,1.440349668264389038e-01
0.000000000000000000e+00,9.726054966449737549e-02,8.850292116403579712e-02
0.000000000000000000e+00,3.850519061088562012e-01,1.502334177494049072e-01
0.000000000000000000e+00,8.600659668445587158e-02,5.253846198320388794e-02
0.000000000000000000e+00,1.965853273868560791e-01,1.145187243819236755e-01
0.000000000000000000e+00,2.077766656875610352e-01,1.434402763843536377e-01
0.000000000000000000e+00,2.816205658018589020e-02,9.969934821128845215e-03
0.000000000000000000e+00,5.015853792428970337e-02,3.813706710934638977e-02
0.000000000000000000e+00,2.128720581531524658e-01,1.375188827514648438e-01
0.000000000000000000e+00,3.423314690589904785e-01,1.652561277151107788e-01
1.000000000000000000e+00,4.526273310184478760e-01,1.663170456886291504e-01
0.000000000000000000e+00,2.101469784975051880e-01,2.481041997671127319e-01
1.000000000000000000e+00,9.258743524551391602e-01,3.782330453395843506e-02
1.000000000000000000e+00,8.404645919799804688e-01,7.386668026447296143e-02
0.000000000000000000e+00,3.763713240623474121e-01,1.767480224370956421e-01
1.000000000000000000e+00,9.875365495681762695e-01,4.402199760079383850e-03
0.000000000000000000e+00,4.034220054745674133e-02,3.529147431254386902e-02
0.000000000000000000e+00,6.369532644748687744e-02,6.053081899881362915e-02
0.000000000000000000e+00,8.889676630496978760e-02,5.430454388260841370e-02
0.000000000000000000e+00,1.432968862354755402e-02,1.633564569056034088e-02
1.000000000000000000e+00,8.202944993972778320e-01,1.162717789411544800e-01
0.000000000000000000e+00,6.045042276382446289e-01,3.622810915112495422e-02
0.000000000000000000e+00,1.558849662542343140e-01,9.645734727382659912e-02
0.000000000000000000e+00,4.407787919044494629e-01,9.760247915983200073e-02
1.000000000000000000e+00,7.544286251068115234e-01,1.882553696632385254e-01
0.000000000000000000e+00,5.812901258468627930e-02,3.756490349769592285e-02
0.000000000000000000e+00,4.268851503729820251e-02,2.832719311118125916e-02
0.000000000000000000e+00,3.707446455955505371e-01,1.952240318059921265e-01
0.000000000000000000e+00,3.223801776766777039e-02,3.348971530795097351e-02
0.000000000000000000e+00,1.208048835396766663e-01,7.068218290805816650e-02
1.000000000000000000e+00,7.762457132339477539e-01,1.384038776159286499e-01
0.000000000000000000e+00,4.992960989475250244e-01,1.568626761436462402e-01
0.000000000000000000e+00,2.450748160481452942e-02,1.129468530416488647e-02
1.000000000000000000e+00,1.250116974115371704e-01,6.782114505767822266e-02
1.000000000000000000e+00,9.815440177917480469e-01,1.469497941434383392e-02
0.000000000000000000e+00,1.750175952911376953e-01,1.384354680776596069e-01
0.000000000000000000e+00,6.858649663627147675e-03,3.534835996106266975e-03
1.000000000000000000e+00,9.646018147468566895e-01,1.911143586039543152e-02
1.000000000000000000e+00,2.575648427009582520e-01,8.354529738426208496e-02
0.000000000000000000e+00,3.513937070965766907e-02,2.546350471675395966e-02
0.000000000000000000e+00,2.439498528838157654e-02,3.019683621823787689e-02
0.000000000000000000e+00,3.787178397178649902e-01,1.148591712117195129e-01
0.000000000000000000e+00,1.403948366641998291e-01,9.901019930839538574e-02
0.000000000000000000e+00,2.156215012073516846e-01,4.526600986719131470e-02
0.000000000000000000e+00,8.422224968671798706e-02,4.542715847492218018e-02
0.000000000000000000e+00,2.353000268340110779e-02,1.540063321590423584e-02
1.000000000000000000e+00,7.669730186462402344e-01,1.256422400474548340e-01
1.000000000000000000e+00,8.639232516288757324e-01,8.455623686313629150e-02
0.000000000000000000e+00,8.555713891983032227e-01,9.170532971620559692e-02
0.000000000000000000e+00,2.275199629366397858e-02,1.873541437089443207e-02
0.000000000000000000e+00,1.112114451825618744e-02,8.386699482798576355e-03
1.000000000000000000e+00,9.881567955017089844e-01,7.652270607650279999e-03
0.000000000000000000e+00,1.193866878747940063e-01,8.434508740901947021e-02
1.000000000000000000e+00,2.824298739433288574e-01,2.075182050466537476e-01
0.000000000000000000e+00,1.846424639225006104e-01,1.702051758766174316e-01
0.000000000000000000e+00,4.473387598991394043e-01,1.732141524553298950e-01
0.000000000000000000e+00,5.752164125442504883e-02,4.441614449024200439e-02
0.000000000000000000e+00,1.086040511727333069e-01,1.245276778936386108e-01
0.000000000000000000e+00,1.190468668937683105e-01,9.714203327894210815e-02
0.000000000000000000e+00,2.288475334644317627e-01,9.154140949249267578e-02
0.000000000000000000e+00,1.075788140296936035e-01,2.295681275427341461e-02
0.000000000000000000e+00,6.632211804389953613e-02,4.804214462637901306e-02
1.000000000000000000e+00,9.386445283889770508e-01,6.115897744894027710e-02
0.000000000000000000e+00,5.511855334043502808e-02,4.867971315979957581e-02
0.000000000000000000e+00,1.223338693380355835e-01,1.668275445699691772e-01
0.000000000000000000e+00,1.907185018062591553e-01,1.582001298666000366e-01
0.000000000000000000e+00,1.587843149900436401e-01,1.160808876156806946e-01
0.000000000000000000e+00,2.737722694873809814e-01,2.007495313882827759e-01
0.000000000000000000e+00,3.333144783973693848e-01,1.139072775840759277e-01
0.000000000000000000e+00,9.145836532115936279e-02,5.215963348746299744e-02
